dateTime,timestamp,status,latitudeCoordinate,longitudeCoordinate,latitude,latitudeDirection,longitude,longitudeDirection,speedOverGround,trueCourse,dateStamp
2020-03-09 00:19:01.025383,05:19:01,A,32.85439783333334,-96.67427799999999,3251.26387,N,09640.45668,W,0.166,,2020-03-09
2020-03-09 00:19:04.033082,05:19:04,A,32.8543985,-96.67428066666668,3251.26391,N,09640.45684,W,0.063,,2020-03-09
2020-03-09 00:19:07.024015,05:19:07,A,32.854398999999994,-96.674282,3251.26394,N,09640.45692,W,0.07,,2020-03-09
2020-03-09 00:19:10.025606,05:19:10,A,32.8543995,-96.67427916666665,3251.26397,N,09640.45675,W,0.089,,2020-03-09
2020-03-09 00:19:13.028801,05:19:13,A,32.854397999999996,-96.67427916666665,3251.26388,N,09640.45675,W,0.106,,2020-03-09
2020-03-09 00:19:16.027905,05:19:16,A,32.854400166666665,-96.674279,3251.26401,N,09640.45674,W,0.049,,2020-03-09
2020-03-09 00:19:19.025773,05:19:19,A,32.8543995,-96.67427783333332,3251.26397,N,09640.45667,W,0.102,,2020-03-09
2020-03-09 00:19:22.023189,05:19:22,A,32.854397166666665,-96.67427799999999,3251.26383,N,09640.45668,W,0.069,,2020-03-09
2020-03-09 00:19:25.027524,05:19:25,A,32.85439683333333,-96.6742755,3251.26381,N,09640.45653,W,0.151,,2020-03-09
2020-03-09 00:19:28.021638,05:19:28,A,32.854392833333335,-96.67427500000001,3251.26357,N,09640.45650,W,0.046,,2020-03-09
2020-03-09 00:19:31.024954,05:19:31,A,32.854393333333334,-96.67427500000001,3251.26360,N,09640.45650,W,0.04,,2020-03-09
2020-03-09 00:19:34.023072,05:19:34,A,32.85439433333333,-96.67427,3251.26366,N,09640.45620,W,0.08,,2020-03-09
2020-03-09 00:19:37.021979,05:19:37,A,32.85439833333333,-96.67426566666667,3251.26390,N,09640.45594,W,0.111,,2020-03-09
2020-03-09 00:19:40.023085,05:19:40,A,32.854400000000005,-96.67426283333334,3251.26400,N,09640.45577,W,0.12,,2020-03-09
2020-03-09 00:19:43.021964,05:19:43,A,32.85440116666667,-96.67426166666668,3251.26407,N,09640.45570,W,0.115,,2020-03-09
2020-03-09 00:19:46.019098,05:19:46,A,32.85439866666666,-96.67426216666667,3251.26392,N,09640.45573,W,0.134,,2020-03-09
2020-03-09 00:19:48.023098,05:19:48,A,32.854395,-96.67426150000001,3251.26370,N,09640.45569,W,0.109,,2020-03-09
2020-03-09 00:19:51.031325,05:19:51,A,32.85439216666667,-96.674262,3251.26353,N,09640.45572,W,0.149,,2020-03-09
2020-03-09 00:19:54.021707,05:19:54,A,32.8543905,-96.67426150000001,3251.26343,N,09640.45569,W,0.085,,2020-03-09
2020-03-09 00:19:56.028051,05:19:56,A,32.854388166666666,-96.6742595,3251.26329,N,09640.45557,W,0.117,,2020-03-09
2020-03-09 00:19:59.021826,05:19:59,A,32.854391,-96.67425933333334,3251.26346,N,09640.45556,W,0.089,,2020-03-09
2020-03-09 00:20:02.021337,05:20:02,A,32.854395,-96.67426133333332,3251.26370,N,09640.45568,W,0.128,,2020-03-09
2020-03-09 00:20:04.027960,05:20:04,A,32.854396666666666,-96.67425966666666,3251.26380,N,09640.45558,W,0.099,,2020-03-09
2020-03-09 00:20:07.021843,05:20:07,A,32.854401333333335,-96.67426016666668,3251.26408,N,09640.45561,W,0.145,,2020-03-09
2020-03-09 00:20:10.027356,05:20:10,A,32.854408,-96.67425999999999,3251.26448,N,09640.45560,W,0.075,,2020-03-09
2020-03-09 00:20:13.018780,05:20:13,A,32.85440666666667,-96.67425900000002,3251.26440,N,09640.45554,W,0.157,,2020-03-09
2020-03-09 00:20:16.022081,05:20:16,A,32.854412499999995,-96.67426083333334,3251.26475,N,09640.45565,W,0.094,,2020-03-09
2020-03-09 00:20:19.021482,05:20:19,A,32.854417166666664,-96.67426400000001,3251.26503,N,09640.45584,W,0.094,,2020-03-09
2020-03-09 00:20:22.022106,05:20:22,A,32.85441983333333,-96.67426750000001,3251.26519,N,09640.45605,W,0.193,,2020-03-09
2020-03-09 00:20:25.026503,05:20:25,A,32.85442833333333,-96.67427216666668,3251.26570,N,09640.45633,W,0.155,,2020-03-09
2020-03-09 00:20:28.024154,05:20:28,A,32.85443466666666,-96.67428049999998,3251.26608,N,09640.45683,W,0.377,,2020-03-09
2020-03-09 00:20:31.028281,05:20:31,A,32.854434999999995,-96.67428516666665,3251.26610,N,09640.45711,W,0.326,,2020-03-09
2020-03-09 00:20:34.023245,05:20:34,A,32.854436,-96.67428883333332,3251.26616,N,09640.45733,W,0.163,,2020-03-09
2020-03-09 00:20:39.021472,05:20:39,A,32.854434833333336,-96.67428883333332,3251.26609,N,09640.45733,W,0.276,,2020-03-09
2020-03-09 00:20:42.021580,05:20:42,A,32.854431999999996,-96.674287,3251.26592,N,09640.45722,W,0.037,,2020-03-09
2020-03-09 00:20:45.019133,05:20:45,A,32.8544325,-96.67428733333333,3251.26595,N,09640.45724,W,0.111,,2020-03-09
2020-03-09 00:20:52.021550,05:20:52,A,32.854423833333335,-96.67427700000002,3251.26543,N,09640.45662,W,0.142,,2020-03-09
2020-03-09 00:20:55.019473,05:20:55,A,32.85442316666667,-96.67427683333332,3251.26539,N,09640.45661,W,0.061,,2020-03-09
2020-03-09 00:20:57.024377,05:20:57,A,32.85442116666666,-96.674274,3251.26527,N,09640.45644,W,0.028,,2020-03-09
2020-03-09 00:21:00.023505,05:21:00,A,32.85441866666667,-96.67427183333332,3251.26512,N,09640.45631,W,0.055,,2020-03-09
2020-03-09 00:21:04.033111,05:21:04,A,32.85441466666667,-96.67426983333334,3251.26488,N,09640.45619,W,0.068,,2020-03-09
2020-03-09 00:21:07.025304,05:21:07,A,32.85441433333334,-96.6742655,3251.26486,N,09640.45593,W,0.259,,2020-03-09
2020-03-09 00:21:10.024175,05:21:10,A,32.854413,-96.67426466666666,3251.26478,N,09640.45588,W,0.095,,2020-03-09
2020-03-09 00:21:15.026247,05:21:15,A,32.8544105,-96.67426449999999,3251.26463,N,09640.45587,W,0.077,,2020-03-09
2020-03-09 00:21:40.019708,05:21:40,A,32.85442833333333,-96.67428283333332,3251.26570,N,09640.45697,W,0.248,,2020-03-09
2020-03-09 00:21:43.023984,05:21:43,A,32.8544305,-96.67428366666667,3251.26583,N,09640.45702,W,0.288,,2020-03-09
2020-03-09 00:21:46.020534,05:21:46,A,32.854439166666666,-96.67429050000001,3251.26635,N,09640.45743,W,0.297,,2020-03-09
2020-03-09 00:21:49.020826,05:21:49,A,32.85444483333333,-96.67429349999999,3251.26669,N,09640.45761,W,0.133,,2020-03-09
2020-03-09 00:21:52.021291,05:21:52,A,32.85444466666667,-96.67429349999999,3251.26668,N,09640.45761,W,0.105,,2020-03-09
2020-03-09 00:21:55.022838,05:21:55,A,32.854443833333335,-96.67429216666666,3251.26663,N,09640.45753,W,0.149,,2020-03-09
2020-03-09 00:21:58.020551,05:21:58,A,32.854440999999994,-96.6742895,3251.26646,N,09640.45737,W,0.051,,2020-03-09
2020-03-09 00:22:01.022624,05:22:01,A,32.854437833333336,-96.67428633333333,3251.26627,N,09640.45718,W,0.077,,2020-03-09
2020-03-09 00:22:04.021847,05:22:04,A,32.85443383333333,-96.674282,3251.26603,N,09640.45692,W,0.032,,2020-03-09
2020-03-09 00:22:07.021349,05:22:07,A,32.85443016666667,-96.67428016666666,3251.26581,N,09640.45681,W,0.399,,2020-03-09
