dateTime,timestamp,status,latitudeCoordinate,longitudeCoordinate,latitude,latitudeDirection,longitude,longitudeDirection,speedOverGround,trueCourse,dateStamp
2020-03-09 00:22:54.016321,05:22:54,A,32.854408166666666,-96.67425366666666,3251.26449,N,09640.45522,W,0.167,,2020-03-09
2020-03-09 00:22:56.022551,05:22:56,A,32.8544085,-96.6742525,3251.26451,N,09640.45515,W,0.081,,2020-03-09
2020-03-09 00:22:59.024919,05:22:59,A,32.8544085,-96.67425116666666,3251.26451,N,09640.45507,W,0.057,,2020-03-09
2020-03-09 00:23:02.024055,05:23:02,A,32.854411,-96.67424966666667,3251.26466,N,09640.45498,W,0.079,,2020-03-09
2020-03-09 00:23:05.017959,05:23:05,A,32.854410666666666,-96.67424583333334,3251.26464,N,09640.45475,W,0.128,,2020-03-09
2020-03-09 00:23:12.016216,05:23:12,A,32.85441333333333,-96.67424899999999,3251.26480,N,09640.45494,W,0.318,,2020-03-09
2020-03-09 00:23:14.022009,05:23:14,A,32.85441316666667,-96.67425133333333,3251.26479,N,09640.45508,W,0.212,,2020-03-09
2020-03-09 00:23:17.020648,05:23:17,A,32.854411,-96.67425183333334,3251.26466,N,09640.45511,W,0.126,,2020-03-09
2020-03-09 00:23:20.020726,05:23:20,A,32.85441083333333,-96.67425433333334,3251.26465,N,09640.45526,W,0.029,,2020-03-09
2020-03-09 00:23:23.013206,05:23:23,A,32.8544115,-96.67425800000001,3251.26469,N,09640.45548,W,0.083,,2020-03-09
2020-03-09 00:23:25.017281,05:23:25,A,32.854409499999996,-96.67425916666667,3251.26457,N,09640.45555,W,0.014,,2020-03-09
2020-03-09 00:23:28.018051,05:23:28,A,32.85440883333333,-96.67426066666667,3251.26453,N,09640.45564,W,0.065,,2020-03-09
2020-03-09 00:23:30.020318,05:23:30,A,32.8544105,-96.67426449999999,3251.26463,N,09640.45587,W,0.089,,2020-03-09
2020-03-09 00:23:33.020482,05:23:33,A,32.85441216666666,-96.67426849999998,3251.26473,N,09640.45611,W,0.16,,2020-03-09
2020-03-09 00:23:36.022266,05:23:36,A,32.854414,-96.67427483333334,3251.26484,N,09640.45649,W,0.044,,2020-03-09
2020-03-09 00:23:39.020172,05:23:39,A,32.85441566666667,-96.67428,3251.26494,N,09640.45680,W,0.171,,2020-03-09
2020-03-09 00:23:42.018799,05:23:42,A,32.854415833333334,-96.67428533333332,3251.26495,N,09640.45712,W,0.118,,2020-03-09
2020-03-09 00:23:45.016772,05:23:45,A,32.85441766666667,-96.67429033333335,3251.26506,N,09640.45742,W,0.19,,2020-03-09
2020-03-09 00:23:47.021075,05:23:47,A,32.85441816666666,-96.67429233333333,3251.26509,N,09640.45754,W,0.045,,2020-03-09
2020-03-09 00:23:50.019966,05:23:50,A,32.854420499999996,-96.67429349999999,3251.26523,N,09640.45761,W,0.212,,2020-03-09
2020-03-09 00:23:53.021810,05:23:53,A,32.85442216666667,-96.67429366666666,3251.26533,N,09640.45762,W,0.06,,2020-03-09
2020-03-09 00:23:56.019361,05:23:56,A,32.854425,-96.674294,3251.26550,N,09640.45764,W,0.099,,2020-03-09
2020-03-09 00:23:59.021628,05:23:59,A,32.854425,-96.67429249999999,3251.26550,N,09640.45755,W,0.16,,2020-03-09
2020-03-09 00:24:02.019830,05:24:02,A,32.854427333333334,-96.674294,3251.26564,N,09640.45764,W,0.135,,2020-03-09
2020-03-09 00:24:05.019592,05:24:05,A,32.85442883333334,-96.67429166666668,3251.26573,N,09640.45750,W,0.139,,2020-03-09
2020-03-09 00:24:08.018369,05:24:08,A,32.854431,-96.67429216666666,3251.26586,N,09640.45753,W,0.062,,2020-03-09
2020-03-09 00:24:11.018463,05:24:11,A,32.854430666666666,-96.67429033333335,3251.26584,N,09640.45742,W,0.057,,2020-03-09
2020-03-09 00:24:14.017588,05:24:14,A,32.854428500000004,-96.67428683333334,3251.26571,N,09640.45721,W,0.047,,2020-03-09
2020-03-09 00:24:19.019298,05:24:19,A,32.8544245,-96.67428483333333,3251.26547,N,09640.45709,W,0.106,,2020-03-09
2020-03-09 00:24:22.019088,05:24:22,A,32.854422,-96.67428183333335,3251.26532,N,09640.45691,W,0.209,,2020-03-09
2020-03-09 00:24:24.036823,05:24:24,A,32.85442233333333,-96.67428116666666,3251.26534,N,09640.45687,W,0.082,,2020-03-09
2020-03-09 00:24:27.020725,05:24:27,A,32.8544245,-96.67428300000002,3251.26547,N,09640.45698,W,0.069,,2020-03-09
2020-03-09 00:24:30.022131,05:24:30,A,32.854426333333336,-96.67428533333332,3251.26558,N,09640.45712,W,0.121,,2020-03-09
2020-03-09 00:24:33.017200,05:24:33,A,32.85442966666667,-96.67428666666667,3251.26578,N,09640.45720,W,0.079,,2020-03-09
2020-03-09 00:24:35.022393,05:24:35,A,32.85443116666667,-96.67428616666666,3251.26587,N,09640.45717,W,0.091,,2020-03-09
2020-03-09 00:24:38.020856,05:24:38,A,32.85442966666667,-96.67428300000002,3251.26578,N,09640.45698,W,0.081,,2020-03-09
2020-03-09 00:24:41.018845,05:24:41,A,32.85442816666667,-96.67428216666667,3251.26569,N,09640.45693,W,0.792,,2020-03-09
2020-03-09 00:24:44.018991,05:24:44,A,32.854430666666666,-96.67428333333334,3251.26584,N,09640.45700,W,0.277,,2020-03-09
2020-03-09 00:24:47.019824,05:24:47,A,32.85443083333333,-96.67428316666668,3251.26585,N,09640.45699,W,0.227,,2020-03-09
2020-03-09 00:24:50.015510,05:24:50,A,32.854428,-96.67428149999999,3251.26568,N,09640.45689,W,0.196,,2020-03-09
2020-03-09 00:24:53.018286,05:24:53,A,32.85442183333334,-96.67427433333333,3251.26531,N,09640.45646,W,0.182,,2020-03-09
2020-03-09 00:24:56.016902,05:24:56,A,32.854419166666666,-96.67427233333335,3251.26515,N,09640.45634,W,0.286,,2020-03-09
2020-03-09 00:25:01.017233,05:25:01,A,32.8544175,-96.67428083333334,3251.26505,N,09640.45685,W,0.047,,2020-03-09
2020-03-09 00:25:04.021945,05:25:04,A,32.85441483333333,-96.67428316666668,3251.26489,N,09640.45699,W,0.042,,2020-03-09
2020-03-09 00:25:07.021028,05:25:07,A,32.85441466666667,-96.67428450000001,3251.26488,N,09640.45707,W,0.028,,2020-03-09
2020-03-09 00:25:10.017419,05:25:10,A,32.854413666666666,-96.67428533333332,3251.26482,N,09640.45712,W,0.011,,2020-03-09
2020-03-09 00:25:13.020057,05:25:13,A,32.854414,-96.674287,3251.26484,N,09640.45722,W,0.072,,2020-03-09
2020-03-09 00:25:16.020664,05:25:16,A,32.85441433333334,-96.67428883333332,3251.26486,N,09640.45733,W,0.13,,2020-03-09
2020-03-09 00:25:19.017313,05:25:19,A,32.8544135,-96.67428933333333,3251.26481,N,09640.45736,W,0.073,,2020-03-09
2020-03-09 00:25:21.023619,05:25:21,A,32.854414166666665,-96.67428866666665,3251.26485,N,09640.45732,W,0.13,,2020-03-09
2020-03-09 00:25:24.036088,05:25:24,A,32.8544115,-96.67428933333333,3251.26469,N,09640.45736,W,0.185,,2020-03-09
2020-03-09 00:25:27.019565,05:25:27,A,32.854412333333336,-96.67428900000002,3251.26474,N,09640.45734,W,0.077,,2020-03-09
2020-03-09 00:25:30.015671,05:25:30,A,32.854417166666664,-96.67429566666667,3251.26503,N,09640.45774,W,0.227,,2020-03-09
