dateTime,valid,binCount0,binCount1,binCount2,binCount3,binCount4,binCount5,binCount6,binCount7,binCount8,binCount9,binCount10,binCount11,binCount12,binCount13,binCount14,binCount15,binCount16,binCount17,binCount18,binCount19,binCount20,binCount21,binCount22,binCount23,bin1TimeToCross,bin3TimeToCross,bin5TimeToCross,bin7TimeToCross,samplingPeriod,sampleFlowRate,temperature,humidity,pm1,pm2_5,pm10,rejectCountGlitch,rejectCountLongTOF,rejectCountRatio,rejectCountOutOfRange,fanRevCount,laserStatus,checkSum
2020-03-09 00:04:16.127583,1,191,19,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,130,576,27.74,51.658,2.24,4.36,5.62,12,0,112,12,0,601,62638
2020-03-09 00:04:21.136509,1,455,32,4,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,32,0,249,548,27.745,51.662,2.66,4.33,4.71,37,0,283,10,0,601,29992
2020-03-09 00:04:26.161464,1,468,43,14,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,39,51,250,581,27.745,51.626,2.82,4.89,6.99,40,0,262,13,0,601,50518
2020-03-09 00:04:31.186433,1,476,38,13,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,40,0,251,579,27.745,51.556,2.75,4.71,5.63,31,0,273,15,0,601,40415
2020-03-09 00:04:36.227304,1,442,31,8,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,33,35,251,547,27.74,51.572,2.50,4.49,6.88,38,0,276,15,0,601,28631
2020-03-09 00:04:41.268271,1,417,44,11,3,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,36,32,0,251,541,27.751,51.766,2.72,5.46,16.70,20,0,247,13,0,600,18485
2020-03-09 00:04:46.293167,1,477,37,10,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,35,0,250,554,27.74,51.586,2.87,5.10,6.09,42,0,259,5,0,601,31100
2020-03-09 00:04:51.334137,1,434,32,11,1,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,29,42,251,546,27.751,51.47,2.55,5.10,27.88,28,0,265,15,0,601,33851
2020-03-09 00:04:56.358994,1,445,33,11,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,0,0,250,556,27.74,51.416,2.67,3.80,3.92,38,0,260,16,0,600,40381
2020-03-09 00:05:01.384017,1,440,34,14,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,28,31,0,250,563,27.751,51.436,2.69,3.73,3.90,33,0,262,9,0,601,13396
2020-03-09 00:05:06.440995,1,468,39,12,3,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,32,0,251,551,27.751,51.452,2.80,5.68,16.92,30,0,240,13,0,600,21396
2020-03-09 00:13:59.530404,1,197,16,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,34,0,130,532,27.756,52.414,2.36,4.18,4.78,17,0,122,7,0,601,45534
